scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
600850,016014,10000799,华东电脑,电子信息,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,288610057.58,6597812186.79,6242667640.3,0.0862696716317888,5507563869.11,0.101046372531852,275633725.08,434548669.44,560308.76,363213292.25,360413248.66,47790857.28,-,-,-,-,-,13807181.83,-,-,-,-,-,-,-,-,0.089204,0.141332,0.049343,278574024.11,0.1177660065,2018/4/27 18:37:15,5507563869.11
002156,016022,80097729,通富微电,电子元件,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,122129358.22,6519255165.45,6491597072.35,0.459651234004747,5576351054.88,0.480958209573128,42678986.89,655543450.85,198491984.73,156141078.37,177769455.19,-19382118.87,-,-,-,-,-,25027969.26,-,-,-,-,-,-,-,-,0.419805,0.081882,-0.32456,3248193.62,-0.9695184474,2018/4/27 19:02:44,5576351054.88
000669,016006,10000990,金鸿控股,公用事业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,239631229.82,3764721319.53,3430396803.91,0.581370641612894,2743376867.09,0.66513368217282,75644749.51,248351315.33,290994533.89,463925305.29,458918139.87,168624721.02,-,-,-,-,-,34267048.92,-,-,-,-,-,-,-,-,0.523474,0.515654,0.257646,170454857.82,-0.0604978462,2018/4/27 23:37:27,2743376867.09
600053,016058,10000026,九鼎投资,多元金融,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,323846456.64,755990822.26,505160019.09,-0.49703459964709,11253830.87,-0.953174211672286,19917075.16,417656216.18,47907936.74,384827563.72,383458782.87,53172806.65,-,-,-,-,-,8962905.12,-,-,-,-,-,-,-,-,-0.540195,-0.480601,-0.496224,304787450.59,-0.505454794,2018/4/28 3:28:58,11253830.87
600825,016039,10000774,新华传媒,文化传媒,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,45009876.21,1427161940.07,1469367867.07,-0.0392594057950653,901538154.07,-0.111252150323893,418262492.17,115248407.69,-77037057.31,38254751.36,45795024.88,5018836.94,-,-,-,-,-,9553077.04,-,-,-,-,-,-,-,-,-0.063894,0.243467,-0.070178,-110277190.68,-1.6828029627,2018/4/27 18:29:50,901538154.07
600237,016022,10000194,铜峰电子,电子元件,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,14041398.58,813360704.69,830233429.74,0.0229310605236157,654849369.65,0.168403253312644,41952423.64,95898661.08,26352224.24,17464737.58,20994205.6,6485512.21,-,-,-,-,-,11726572.41,-,-,-,-,-,-,-,-,0.377407,1.079028,1.066915,-25337077.09,0.8832433323,2018/4/27 19:08:19,654849369.65
600145,016044,10000111,*ST新亿,玻璃陶瓷,001,001,2,,2018-04-28T00:00:00,2017-12-31T00:00:00,10235135.19,341552374.98,357626272.41,21.5216980184591,341019174.43,26.1540920884667,-,5038218.37,-5758780.38,-16073897.43,10235135.19,-,-,-,-,-,-,309677.34,-,-,-,-,-,-,-,-,25.898691,-4.052372,4.216598,-16073897.43,-4.0523718205,2018/4/28 6:21:02,341019174.43
600201,016050,10000161,生物股份,农药兽药,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,870094412.79,1901010264.21,913900041.2,0.19855249545065,392119096.92,0.163667391116663,270921358.5,241241990.01,-34754525.54,1025515700.62,1025367928.13,157160726.4,-,-,-,-,-,17298429.35,-,-,-,-,-,-,-,-,0.253122,0.32782,0.349943,864458508.61,0.3591048997,2018/4/28 5:17:57,392119096.92
000597,016024,10000934,东北制药,医药制造,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,118995323.6,5676351554.6,5610499395.61,0.165060697546614,3431798537.02,0.04147989580831,1121589294.81,717886379.18,162811542.92,114531895.98,102172874.38,10115143.57,-,-,-,-,-,74558063.75,-,-,-,-,-,-,-,-,0.179036,70.705302,4.002313,114521798.94,11.2165365948,2018/4/27 16:02:05,3431798537.02
600255,016032,10000207,梦舟股份,有色金属,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,150430363.59,5375168723.13,5227399411.51,0.0492563826078229,4898773327.93,0.0373099702861319,59156187.38,138098071.4,83005309.97,195612272.32,206556573.23,14397597.52,-,-,-,-,-,21243721.14,-,-,-,-,-,-,-,-,0.045444,0.002824,-0.215565,89494263.35,-0.3644251954,2018/4/27 21:37:52,4898773327.93
600487,016015,10001298,亨通光电,通讯行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,2108827809.6,25950269006.99,23934071496.58,0.329101659101648,20738414676.46,0.361359511442527,916595024.18,1660204301.04,387730308.94,2513405843.69,2565446514.89,329686574.79,-,-,-,-,-,118065351.87,-,-,-,-,-,-,-,-,0.344024,0.583016,0.601976,1906149660.3,0.7234665484,2018/4/28 5:11:31,20738414676.46
601258,016036,80136934,庞大集团,商业百货,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,212019317.0,70485148223.0,70381111030.0,0.0746075163495729,63970406542.0,0.0735019816636149,2288239711.0,1865452968.0,1709453534.0,577144074.0,612521481.0,418242892.0,-,-,-,-,-,321202014.0,-,-,-,-,-,-,-,-,0.067805,0.045731,-0.444532,-208954843.0,-2.0733908251,2018/4/28 4:18:27,63970406542.0
603958,016010,80289545,哈森股份,纺织服装,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,18171397.36,1496871964.82,1503780675.36,-0.0801207701576288,719637997.53,-0.135081569446949,609814185.2,99540488.56,-116891.17,15761388.39,15911098.59,817316.3,-,-,-,-,-,17020615.26,-,-,-,-,-,-,-,-,-0.110305,-0.67864,-0.774241,-11766298.82,-1.2227733701,2018/4/27 22:48:22,719637997.53
002785,016004,80199130,万里石,水泥建材,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,-6440498.99,923275139.66,929722565.73,0.108888195226629,753554353.55,0.117297527810767,64405897.3,59360792.26,23140559.41,-1815821.25,-969094.15,3810227.68,-,-,-,-,-,4561101.95,-,-,-,-,-,-,-,-,0.057051,-1.046113,-1.278987,-8248346.47,-1.3962408554,2018/4/27 21:19:55,753554353.55
600896,016047,10000564,*ST海投,医疗行业,001,001,2,,2018-04-28T00:00:00,2017-12-31T00:00:00,-692999972.04,44111203.51,204567262.82,-0.876583739295867,5496182.43,-0.992955838744011,217800.33,118099677.8,77093023.85,-689235923.0,-689390168.27,5017252.11,-,-,-,-,-,398893.96,-,-,-,-,-,-,-,-,-0.948361,-0.794133,-0.508598,-163995852.0,0.8042086447,2018/4/28 0:02:27,5496182.43
600983,016019,10001413,惠而浦,家电行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-96975651.32,6364091904.6,6931139095.47,0.0589350026417368,5052353077.15,0.0495445102178426,1244557088.43,388585678.56,72045871.54,-89905643.77,-104527804.53,-7552153.21,-,-,-,-,-,48613988.34,-,-,-,-,-,-,-,-,-0.060487,-1.37449,-1.342358,-488469692.49,-7.5791437606,2018/4/28 1:52:00,5052353077.15
000004,016024,10000593,国农科技,医药制造,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,8566720.65,138605841.98,143928512.28,-0.451829476354661,52751671.59,-0.719514486055421,74382698.72,14877342.94,-1291696.85,8796946.37,9716431.21,3824189.8,-,-,-,-,-,3150520.61,-,-,-,-,-,-,-,-,-0.518178,-0.828872,-0.782013,-3009230.52,-1.1899158235,2018/4/27 19:11:18,52751671.59
002650,016012,80191712,加加食品,食品饮料,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,159283578.65,1891213643.43,1693955951.14,-0.00848648466336621,1375336115.92,0.00533278941378174,167886301.02,114524126.92,9029872.15,203562462.32,198617204.32,39333625.67,-,-,-,-,-,22025644.14,-,-,-,-,-,-,-,-,0.002401,0.09222,0.061194,154413927.4,0.1000674786,2018/4/27 23:46:23,1375336115.92
601118,016018,80094508,海南橡胶,塑胶制品,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-264044536.18,10818322651.34,11562107998.78,0.235729067334413,10247608097.04,0.228145363669152,190100853.42,580327297.54,160171554.31,-482034259.43,-259046791.15,17181864.04,-,-,-,-,-,27792837.88,-,-,-,-,-,-,-,-,0.218759,-1.89263,-5.307031,-736790507.0,-0.4272588756,2018/4/27 23:00:28,10247608097.04
000596,016031,10000933,古井贡酒,酿酒行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,1148740644.93,6968325048.55,5560167242.54,0.112571588005736,1642588056.43,0.0781067128089581,2170081383.54,603552959.1,-25927285.82,1594452783.43,1612217263.8,426985526.34,-,-,-,-,-,1136317983.99,-,-,-,-,-,-,-,-,0.158079,0.426497,0.384642,1069457368.7,0.3494149598,2018/4/27 16:51:44,1642588056.43
600568,016024,10000383,中珠医疗,医药制造,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,169343639.21,981023762.62,983531287.15,0.0721307749853761,513787694.12,-0.261150977545408,15993938.85,104066335.43,-33003828.22,260911443.59,256769780.02,96471960.85,-,-,-,-,-,25151198.4,-,-,-,-,-,-,-,-,-0.107331,-0.214836,-0.424342,-34959356.55,-1.2403634405,2018/4/28 5:56:33,513787694.12
600601,016014,10000408,方正科技,电子信息,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-822144631.66,5098802144.03,5940162743.45,-0.0975423068075596,4225727785.99,-0.235946263079213,387248412.06,516040377.66,198280283.57,-825428581.04,-801275717.71,21699249.59,-,-,-,-,-,39114084.55,-,-,-,-,-,-,-,-,-0.229056,-27.557996,-13.54635,-850550893.44,-99.3428554766,2018/4/28 0:33:29,4225727785.99
002046,016043,10001448,轴研科技,机械行业,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,16374041.29,1494046925.81,1499613972.53,0.0425333326188945,1044320596.09,-0.00807972934896023,60933431.4,218409800.14,44364699.84,150288017.33,58148423.93,15056730.14,-,-,-,-,-,27636001.59,-,-,-,-,-,-,-,-,0.078498,8.966277,-0.828756,-76693113.84,-0.0146611442,2018/4/27 21:21:22,1044320596.09
600661,016060,10000468,新南洋,文教休闲,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,123115751.72,1723561602.35,1682951311.7,0.256820411310739,975684813.44,0.242065966114089,417885907.5,276295883.51,-2246215.41,161701355.69,154674627.08,50204027.33,-,-,-,-,-,13497246.25,-,-,-,-,-,-,-,-,0.240191,-0.246134,-0.326742,63010315.82,0.1729248555,2018/4/28 1:56:31,975684813.44
600791,016017,10000740,京能置业,房地产,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,49574022.4,743146075.8,755334630.61,0.190798680479728,411780401.83,0.133566349006118,40314382.69,64362123.05,7697717.05,37425880.51,37285356.98,22645591.35,-,-,-,-,-,139761273.65,-,-,-,-,-,-,-,-,-0.025038,-0.684024,0.074648,38221668.58,-0.178554398,2018/4/27 16:27:16,411780401.83
000567,016058,10000909,海德股份,多元金融,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,73268328.29,202505533.88,122399271.72,1.92281621851581,0.0,-1.0,-,44133090.3,69515921.25,84790943.54,84792069.76,11523741.47,-,-,-,-,-,713064.95,-,-,-,-,-,-,-,-,3.557988,32.767006,23.605945,70371071.35,202.7293921241,2018/4/27 20:11:57,0.0
000679,016036,10000999,大连友谊,商业百货,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,13056179.49,1843241506.25,1880243404.28,-0.216670651277451,1471953327.62,-0.0212241701506703,70724004.18,111537879.64,169995604.77,7970610.9,9800659.23,7802707.83,-,-,-,-,-,55250175.08,-,-,-,-,-,-,-,-,-0.043622,-0.89662,-0.902369,-28229507.27,0.8866715377,2018/4/27 18:51:16,1471953327.62
600247,016036,10000202,*ST成城,商业百货,001,001,2,,2018-04-28T00:00:00,2017-12-31T00:00:00,-70933806.19,203203269.54,247771731.42,-0.721199618083999,192049263.47,-0.756419443909295,4856478.56,15835473.11,65839860.71,-59273914.21,-70436019.05,322504.17,-,-,-,-,-,152819.93,-,-,-,-,-,-,-,-,-0.747583,0.547399,0.669271,-59771701.35,0.5417820002,2018/4/27 22:59:23,192049263.47
000917,016039,10001180,电广传媒,文化传媒,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-464288791.96,8741482179.27,9767135767.29,0.27546981956567,7221180017.27,0.329160772793757,513132680.99,1199563964.65,389612403.7,-75581798.0,-80899428.27,155282157.53,-,-,-,-,-,32593795.66,-,-,-,-,-,-,-,-,0.167649,-1.123496,-2.393667,-507423008.78,-3.0861559715,2018/4/27 21:34:51,7221180017.27
600642,016007,10000449,申能股份,电力行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,1737638978.89,32404021552.37,31176140018.11,0.198993785179405,29990421378.22,0.211350259628157,6820264.52,638572691.93,394267337.38,2765408231.43,2802989943.2,617715341.21,-,-,-,-,-,145732948.8,-,-,-,-,-,-,-,-,0.16734,-0.233938,-0.293904,1243484131.1,-0.378250057,2018/4/28 0:31:28,29990421378.22
601799,016035,80134113,星宇股份,汽车行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,469975753.4,4255416130.08,3794620019.02,0.260172744217487,3337523172.62,0.261940417759441,125720722.03,288628601.67,7063390.97,557569609.92,558272167.77,89269023.53,-,-,-,-,-,29106426.91,-,-,-,-,-,-,-,-,0.271453,0.452834,0.343156,407899645.57,0.3586074993,2018/4/28 4:27:28,3337523172.62
600228,016041,10000185,ST昌九,化工行业,001,001,2,,2018-04-28T00:00:00,2017-12-31T00:00:00,26130656.33,553230517.79,608206057.53,0.298381154562106,502790993.91,0.272289952569399,19754367.93,47332301.69,7877012.62,23864165.29,16411544.02,2839429.93,-,-,-,-,-,6913127.41,-,-,-,-,-,-,-,-,0.275617,1.692577,1.704506,-38928237.02,-0.4346345021,2018/4/28 5:10:59,502790993.91
000592,016030,10000929,平潭发展,木业家具,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,5971127.8,848387665.57,906980761.22,0.102411748316991,729131608.88,0.088042802166905,55255302.29,80424688.84,14277840.86,-2582430.58,3079115.02,9952362.94,-,-,-,-,-,12155304.58,-,-,-,-,-,-,-,-,0.079057,0.761091,-0.70556,-19157768.29,-2.5631989673,2018/4/27 16:19:10,729131608.88
000558,016023,10000900,莱茵体育,石油行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,28502095.21,1324249129.79,1380688339.34,-0.625869353984075,1205569479.03,-0.65736335348417,16789818.93,69061281.76,36093835.28,80143481.24,83743469.03,38782307.73,-,-,-,-,-,8185609.03,-,-,-,-,-,-,-,-,-0.651537,-0.287677,0.131387,-56371834.22,-4.9608549477,2018/4/27 21:31:51,1205569479.03
600139,016035,10000109,西部资源,汽车行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-599252093.95,287013744.23,561395610.12,-0.525233730805147,210008832.98,-0.670533966710233,26344792.57,134175665.2,53436323.89,-276255145.49,-633400242.32,3994955.83,-,-,-,-,-,7033801.41,-,-,-,-,-,-,-,-,-0.667775,-1.85152,-52.782743,-243734532.95,0.2165071271,2018/4/28 6:13:02,210008832.98
000729,016031,10001044,燕京啤酒,酿酒行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,161348235.04,11195581459.11,11142983636.86,-0.00839100160438316,7129355903.45,0.0216686406470673,1480661216.14,1268901397.92,5221296.71,364994397.13,358168791.27,185655851.02,-,-,-,-,-,1229612053.36,-,-,-,-,-,-,-,-,-0.032628,-0.012221,-0.482998,-37166456.45,-1.2068557247,2018/4/27 19:24:52,7129355903.45
600612,016054,10000419,老凤祥,珠宝首饰,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,1136195994.58,39810354440.2,37973987813.52,0.141480114592972,36488078218.89,0.146193841313499,660588355.67,457391047.05,169690879.73,1919611516.72,1965137787.55,494832099.48,-,-,-,-,-,175121713.05,-,-,-,-,-,-,-,-,0.138617,0.119569,0.074431,1023485026.91,0.0402487315,2018/4/27 16:58:48,36488078218.89
000858,016031,10001136,五粮液,酿酒行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,9673721498.15,30186780409.14,16954329682.61,0.105235869416075,8450087271.36,0.155290622845593,3625397914.06,2269024701.04,-890505901.86,13374535185.09,13391688208.91,3305718978.88,-,-,-,-,-,3494696079.68,-,-,-,-,-,-,-,-,0.229915,0.448887,0.425849,9642325077.81,0.4339646357,2018/4/27 19:29:19,8450087271.36
600759,016023,10000708,洲际油气,石油行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,-226476295.7,2851110839.32,2888926076.25,0.967885960048065,1297646194.75,1.1639053344465,206875722.06,260070579.92,699678751.95,-25622968.19,-7567543.47,89052687.64,-,-,-,-,-,386917277.27,-,-,-,-,-,-,-,-,1.364151,-1.419387,-6.253754,-241265592.09,-0.1491077286,2018/4/28 2:18:22,1297646194.75
000690,016007,10001009,宝新能源,电力行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,103137656.1,2514872093.55,2783085288.98,0.0124195911697685,1879062098.34,-0.166096359872829,6831503.8,335081712.65,233798328.18,112089811.39,98511264.34,-4611570.42,-,-,-,-,-,40454109.77,-,-,-,-,-,-,-,-,-0.289554,-0.87602,-0.847105,-209996234.5,-1.3388319806,2018/4/27 21:55:52,1879062098.34
002366,016043,80138988,台海核电,机械行业,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,1013979666.13,2469808306.59,1254051941.06,0.606489810400411,792037119.18,0.528995269561712,17673420.86,159431282.41,141721296.17,1223186847.41,1223647642.92,188465762.81,-,-,-,-,-,47941276.2,-,-,-,-,-,-,-,-,1.041043,1.850683,1.58448,1003347885.21,1.9237814544,2018/4/27 22:10:24,792037119.18
600617,016006,10000424,国新能源,公用事业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,16587292.03,9651162060.09,9701773533.87,0.479625045584804,8036885461.54,0.466456997766448,783755276.02,281484839.63,557422449.09,28823618.08,13555421.66,90142453.71,-,-,-,-,-,28588206.93,-,-,-,-,-,-,-,-,0.378435,-0.941691,-0.954015,-96678473.02,-1.2845558774,2018/4/28 6:08:30,8036885461.54
000595,016043,10000932,宝塔实业,机械行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,18742523.49,435761930.44,458694587.09,0.0565970658830488,336698735.09,-0.014971178366608,12171348.34,65690328.93,12945730.94,-16993525.46,35898050.49,8060177.0,-,-,-,-,-,3542976.99,-,-,-,-,-,-,-,-,0.225086,0.779116,1.221982,-39858014.53,0.4918046812,2018/4/27 19:16:18,336698735.09
600257,016009,10000209,大湖股份,农牧饲渔,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,8264588.75,996570641.33,990121499.75,0.0818266098581168,775652142.58,0.0679145630985577,63675909.17,114062999.44,2530058.36,16577995.26,13920890.69,4308016.48,-,-,-,-,-,13535142.28,-,-,-,-,-,-,-,-,0.075985,0.493588,0.364142,2513175.75,-0.5011855769,2018/4/27 15:42:12,775652142.58
600587,016047,10000395,新华医疗,医疗行业,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,65528722.79,9983246172.21,9932709578.37,0.203161136981676,8001501948.43,0.20763154825764,774371797.24,629180440.49,180025501.6,267724959.55,282674647.79,133725865.79,-,-,-,-,-,60491335.5,-,-,-,-,-,-,-,-,0.193526,1.561523,0.891909,-136373090.0,-1.8583813117,2018/4/27 18:51:16,8001501948.43
600491,016005,10001367,龙元建设,工程建设,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,606515716.7,17873377643.65,17054119384.5,0.209971027569696,16373471915.34,0.226157153100236,4411748.84,355037669.25,121950298.84,844112507.23,843365534.19,232087234.87,-,-,-,-,-,101150411.16,-,-,-,-,-,-,-,-,0.22517,0.688354,0.740742,478121006.14,0.7449170458,2018/4/28 3:43:58,16373471915.34
002665,016043,80196292,首航节能,机械行业,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,93894583.88,1332403042.23,1223803773.22,0.643906430392377,1008621489.62,0.594277473771412,13892212.6,152570317.76,2473448.75,109664669.92,117755662.98,24455579.96,-,-,-,-,-,14357174.92,-,-,-,-,-,-,-,-,0.488777,-0.296561,-0.394369,86266817.12,4.040009902,2018/4/27 20:30:20,1008621489.62
000066,016014,10000651,中国长城,电子信息,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,581043323.65,9506838836.12,9172162174.67,-0.875449973702513,7446796109.1,-0.887494035208417,394567831.35,1106203339.9,46827312.54,792310071.62,781585641.15,85500863.2,-,-,-,-,-,77401713.35,-,-,-,-,-,-,-,-,-0.871829,0.287905,1.912187,259999748.93,10.7076049291,2018/5/16 20:33:54,7446796109.1
600818,016060,10000767,中路股份,文教休闲,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,31274849.07,604442010.06,635619987.64,-0.264408365121529,536046523.41,-0.108968592274107,37153560.19,46229259.25,6630262.39,27937234.09,28234054.59,5806618.86,-,-,-,-,-,2858362.78,-,-,-,-,-,-,-,-,-0.112569,1.161936,-0.653905,-35580312.72,-0.5847501632,2018/4/27 20:35:48,536046523.41
