scode,hycode,companycode,sname,publishname,reporttimetypecode,combinetypecode,dataajusttype,mkt,noticedate,reportdate,parentnetprofit,totaloperatereve,totaloperateexp,totaloperateexp_tb,operateexp,operateexp_tb,saleexp,manageexp,financeexp,operateprofit,sumprofit,incometax,operatereve,intnreve,intnreve_tb,commnreve,commnreve_tb,operatetax,operatemanageexp,commreve_commexp,intreve_intexp,premiumearned,premiumearned_tb,investincome,surrenderpremium,indemnityexp,tystz,yltz,sjltz,kcfjcxsyjlr,sjlktz,eutime,yyzc
603015,016021,80206080,弘讯科技,仪器仪表,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,80530217.17,732854078.61,681223477.02,0.374320769865127,454208640.46,0.423493031396936,39271766.68,150715989.6,9469286.91,82575445.56,79268742.73,8155031.91,-,-,-,-,-,5610132.27,-,-,-,-,-,-,-,-,0.380503,1.026619,0.514411,67992698.75,0.5934535544,2018/4/27 17:01:12,454208640.46
002072,016057,80028642,凯瑞德,软件服务,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,-35109559.32,78020884.85,105574634.12,0.232845018106959,47891581.74,1.29702742740267,1368059.72,9949467.54,20340713.21,-29366993.69,-30006347.55,5181556.65,-,-,-,-,-,383333.45,-,-,-,-,-,-,-,-,1.319729,-2.822497,-3.445575,-34470205.46,0.3687464942,2018/4/27 21:19:24,47891581.74
000835,016039,10001126,长城动漫,文化传媒,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,127698057.5,290968041.21,253965785.5,-0.469848485179083,112204148.44,-0.370508728641415,29777288.55,47683064.73,47802439.64,39164771.41,158766732.57,31101166.62,-,-,-,-,-,7950894.09,-,-,-,-,-,-,-,-,-0.109339,3.204692,2.583713,34006987.67,1.2423125531,2018/4/27 21:10:55,112204148.44
000876,016009,10001146,新希望,农牧饲渔,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,2280000493.58,62566848592.71,61550273699.64,0.0302002665986779,57468202720.11,0.0257144789147608,1540766643.54,1938303287.19,300469946.68,3327964233.2,3211011868.32,278801897.73,-,-,-,-,-,133515305.52,-,-,-,-,-,-,-,-,0.027716,0.02284,-0.076574,2275780457.37,-0.0391687994,2018/4/27 17:23:11,57468202720.11
600827,016036,10000776,百联股份,商业百货,001,001,2,shzb,2018-04-28T00:00:00,2017-12-31T00:00:00,847048045.66,47181121375.62,46372553329.81,0.000966193151538926,37158400203.77,0.0023233672058438,6691799709.38,2205328481.76,-107721986.9,1576897211.37,1597901091.63,740254441.63,-,-,-,-,-,359534846.48,-,-,-,-,-,-,-,-,0.002207,0.582327,-0.059208,634387887.91,-0.0739102966,2018/4/28 2:18:22,37158400203.77
002061,016005,80065048,浙江交科,工程建设,001,001,2,zxb,2018-04-28T00:00:00,2017-12-31T00:00:00,1107514185.51,20768411377.83,19567241944.53,0.368329452977674,18330014163.84,0.381407368688496,98709448.31,645363674.66,267473219.06,1425647807.34,1416585256.11,268625401.1,-,-,-,-,-,77773018.08,-,-,-,-,-,-,-,-,0.406105,1.299295,1.360031,707455667.77,14.0645675059,2018/5/11 17:27:30,18330014163.84
000155,016051,10000665,川能动力,化肥行业,001,001,2,szzb,2018-04-28T00:00:00,2017-12-31T00:00:00,324897160.42,6509123209.16,6238695864.9,2.18768548896832,6130607917.82,2.34489582562151,2673470.54,67398689.21,26592080.39,290101751.07,293934567.55,-87612879.08,-,-,-,-,-,6606989.95,-,-,-,-,-,-,-,-,2.232077,-0.440802,-0.639134,260853241.16,5.1308911313,2018/4/27 16:59:13,6130607917.82
600517,016020,10001310,置信电气,输配电气,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,239431972.47,5729789061.37,5522975228.35,-0.152460813789645,4835567724.91,-0.168326654894396,221412093.82,328617929.93,46215503.32,328309727.06,342974753.95,91515803.82,-,-,-,-,-,39075071.6,-,-,-,-,-,-,-,-,-0.179949,-0.441868,-0.493567,145437706.57,-0.5993150369,2018/9/18 12:57:46,4835567724.91
002375,016045,80138725,亚厦股份,装修装饰,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,357686893.36,9068796959.61,8719934237.99,0.016400000311037,7859486974.47,0.00955241993945352,153560748.95,432396069.21,53863075.42,413092812.48,411571207.01,41356263.97,-,-,-,-,-,31662270.69,-,-,-,-,-,-,-,-,0.014764,0.119189,0.120243,314690324.57,0.090376272,2018/4/26 17:38:15,7859486974.47
300094,016009,80144657,国联水产,农牧饲渔,001,001,2,cyb,2018-04-27T00:00:00,2017-12-31T00:00:00,144132610.64,4095806660.34,3939009591.13,0.558658896052301,3536040301.41,0.546157576996957,156673288.65,95747092.15,107289151.0,161656767.43,163083323.09,18950712.45,-,-,-,-,-,7581541.22,-,-,-,-,-,-,-,-,0.56247,0.721664,0.53423,138786917.33,0.4085045205,2018/4/26 19:22:47,3536040301.41
000069,016017,10000653,华侨城A,房地产,001,001,2,szzb,2018-04-27T00:00:00,2017-12-31T00:00:00,8643242549.64,42341224701.44,34952465460.24,0.26947079258383,21063805728.17,0.270092619569675,1444928582.58,2229799254.18,1597892951.48,12204936143.87,12820680001.29,3502213090.6,-,-,-,-,-,7958112452.63,-,-,-,-,-,-,-,-,0.193346,0.423974,0.25475,7294605352.03,0.1874926205,2018/4/26 20:37:16,21063805728.17
600887,016012,10000836,伊利股份,食品饮料,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,6000884926.88,68058174312.35,61877134479.76,0.115143023021143,42362402660.65,0.131854270925024,15521862502.34,3317048744.48,113485343.63,7115911174.52,7073973345.81,1071158370.7,-,510583115.36,-,-,-,511570189.97,-,-,510583115.36,-,-,-,-,-,0.122901,0.288151,0.059889,5328249297.18,0.1770198453,2018/4/26 22:28:56,42362402660.65
000839,016014,10001130,中信国安,电子信息,001,001,2,szzb,2018-04-27T00:00:00,2017-12-31T00:00:00,259371259.04,4362389731.3,4543271470.96,0.146661227367804,3554379370.1,0.128984076380859,206485661.85,439198862.94,245407533.06,428955380.1,427194154.21,126486181.92,-,-,-,-,-,25626871.86,-,-,-,-,-,-,-,-,0.110857,0.768008,0.126713,22333960.42,-0.8987926836,2018/4/26 17:43:42,3554379370.1
000587,016054,10000924,金洲慈航,珠宝首饰,001,001,2,szzb,2018-04-27T00:00:00,2017-12-31T00:00:00,1021566359.17,11697510001.7,10805707935.42,0.179516525027712,9998693532.3,0.162602173563274,179322379.98,156330324.36,232534314.91,1329033196.88,1346040167.9,236216205.39,-,-,-,-,-,34745900.65,-,-,-,-,-,-,-,-,0.107272,-0.058927,-0.015158,1010215708.58,-0.0043060253,2018/4/26 21:00:18,9998693532.3
002203,016032,80056980,海亮股份,有色金属,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,705332026.6,29913395727.94,29267877393.27,0.669155891401599,28107177992.93,0.697057618078106,391944380.11,487797302.61,203120700.6,750538074.44,778326019.27,57964371.93,-,-,-,-,-,40077461.5,-,-,-,-,-,-,-,-,0.66189,0.168368,0.279517,711904914.82,0.3948462301,2018/5/21 15:34:36,28107177992.93
002319,016041,80134337,乐通股份,化工行业,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,10648159.54,532046547.77,534579368.15,0.0537793371563098,392526516.61,0.0861396545986846,26722189.96,75687023.78,22683139.17,732331.44,1656798.07,-8991361.47,-,-,-,-,-,8194267.36,-,-,-,-,-,-,-,-,0.022686,-0.94509,11.076597,7682660.86,-0.0324585093,2018/4/26 21:10:54,392526516.61
300012,016042,80133633,华测检测,综合行业,001,001,2,cyb,2018-04-27T00:00:00,2017-12-31T00:00:00,133898301.98,2118230537.6,1981221381.77,0.300785176600209,1178271509.64,0.443809881835885,400958452.2,330548614.29,7880400.65,174030516.74,188672269.51,51023752.3,-,-,-,-,-,8382823.69,-,-,-,-,-,-,-,-,0.28202,0.354399,0.318703,85279004.69,0.0684629375,2018/4/26 21:53:56,1178271509.64
600227,016041,10000184,圣济堂,化工行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,38257983.18,1696866915.33,1702919175.75,-0.459007308957619,1215127005.45,-0.474057479775567,196628188.32,194317895.44,47081977.86,47379722.85,70283403.06,32025419.88,-,-,-,-,-,25411237.08,-,-,-,-,-,-,-,-,-0.393036,1.135489,1.099676,-37212609.86,0.9255168982,2018/4/26 21:24:49,1215127005.45
600977,016039,80167592,中国电影,文化传媒,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,965283159.42,8988015383.15,7767648423.24,0.135082591559618,7078244226.79,0.13854002448396,122577265.43,479803616.99,-98853843.35,1521234101.38,1531544272.39,395466630.09,-,-,-,-,-,115241348.6,-,-,-,-,-,-,-,-,0.146326,0.37408,0.052132,824119605.76,0.1303926385,2018/4/26 16:57:49,7078244226.79
601718,016010,80144523,际华集团,纺织服装,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,754938326.99,25439989779.88,25439997451.43,-0.0682499980350574,23469366684.02,-0.0694274550356214,529109672.81,934698848.53,142413469.1,99344558.14,1052331764.06,294902076.57,-,-,-,-,-,108417952.29,-,-,-,-,-,-,-,-,-0.063168,-0.89286,-0.382593,-290577599.95,-0.3218133897,2018/4/26 23:17:55,23469366684.02
002348,016060,80136802,高乐股份,文教休闲,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,55089133.47,661152899.56,616186904.39,0.696238861202067,464725277.84,0.614443774100029,47299992.45,77696741.92,13285014.11,72130080.02,68972918.28,6607607.57,-,-,-,-,-,9225932.84,-,-,-,-,-,-,-,-,0.638515,0.432651,0.294792,34604153.96,0.0111004512,2018/4/26 17:42:19,464725277.84
300083,016059,80143232,劲胜智能,金属制品,001,001,2,cyb,2018-04-27T00:00:00,2017-12-31T00:00:00,460798922.23,6421723025.91,6037854448.65,0.213959426289382,4715566998.38,0.195780342979379,265295619.45,885647005.82,44673503.58,549028015.94,549419625.16,88881060.79,-,-,-,-,-,29015462.89,-,-,-,-,-,-,-,-,0.250276,2.738545,2.505737,428927448.15,3.7926879702,2018/4/26 21:13:25,4715566998.38
002304,016031,80100662,洋河股份,酿酒行业,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,6627169959.16,19917942238.16,11741569054.09,0.173800656901414,6681148562.16,0.0770871135922759,2387447107.05,1532148106.93,-33912331.47,8836473045.87,8847954567.82,2229168424.15,-,-,-,-,-,1151869831.3,-,-,-,-,-,-,-,-,0.159158,0.144404,0.137288,6136386923.71,0.1349849286,2018/4/26 18:47:16,6681148562.16
300176,016035,80165768,鸿特科技,汽车行业,001,001,2,cyb,2018-04-27T00:00:00,2017-12-31T00:00:00,491155186.58,2936889367.45,2297546270.18,0.659452702563923,1212756987.02,0.0913660057334199,699450717.0,316426162.5,43748402.17,650516704.4,651330835.93,160175649.35,-,-,-,-,-,19320900.65,-,-,-,-,-,-,-,-,1.049524,12.468544,8.801242,481138914.47,10.082017343,2018/4/26 22:56:51,1212756987.02
600295,016033,10000570,鄂尔多斯,钢铁行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,520966388.5,22126925198.22,20723222875.23,0.2999283701292,16122503123.27,0.391174687636608,1349988800.75,1094588134.3,1373073822.94,1493460250.06,1411777768.8,377750989.72,-,-,-,-,-,430027819.43,-,-,-,-,-,-,-,-,0.333654,1.314068,0.961236,564492681.34,6.8425090932,2018/4/26 23:43:23,16122503123.27
002592,016035,80173925,八菱科技,汽车行业,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,135042320.45,774613674.0,716184617.69,-0.0976141674533553,624272155.51,-0.133327355636275,25213145.1,63919199.58,-7480194.69,149409703.78,150536519.7,15493634.7,-,-,-,-,-,8030204.61,-,-,-,-,-,-,-,-,-0.11815,0.083923,0.051621,127425011.37,0.0447237054,2018/4/26 23:00:28,624272155.51
000042,016017,10000631,中洲控股,房地产,001,001,2,szzb,2018-04-27T00:00:00,2017-12-31T00:00:00,615363173.16,8654233826.31,7694279322.9,0.015846112993774,5514533911.87,-0.040093293898681,209840786.21,354597652.8,444208532.2,1050700043.76,991216571.15,382319769.03,-,-,-,-,-,1125174261.42,-,-,-,-,-,-,-,-,0.06635,0.938477,1.361943,559954028.77,1.0071041379,2018/4/26 21:14:18,5514533911.87
601188,016002,80140622,龙江交通,高速公路,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,352762632.14,1787076585.6,1462329876.97,4.20735249373519,1299955820.85,5.65041677146255,15703018.15,57514785.06,-10644977.83,457466197.49,460113378.13,68874945.06,-,-,-,-,-,89560423.59,-,-,-,-,-,-,-,-,2.580712,0.346184,0.220096,330648568.08,0.1490474126,2018/4/26 21:43:20,1299955820.85
002397,016010,80104413,梦洁股份,纺织服装,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,51263680.69,1933924378.77,1844206645.63,0.380815579827771,1079450417.13,0.474988375280115,622856465.82,80105174.64,26317129.53,96628579.82,97729039.23,16888929.25,-,-,-,-,-,22730504.58,-,-,-,-,-,-,-,-,0.336887,-0.128794,-0.472991,46300588.21,-0.4688902774,2018/4/26 20:27:20,1079450417.13
000616,016017,10000951,海航投资,房地产,001,001,2,szzb,2018-04-27T00:00:00,2017-12-31T00:00:00,12536265.56,96707289.58,269558210.31,-0.654829214447807,60319891.25,-0.648748658624131,12914501.3,60575583.72,124026330.4,-41854111.89,23816598.31,15888170.39,-,-,-,-,-,4040109.58,-,-,-,-,-,-,-,-,-0.662669,0.91045,1.028799,-159766105.88,0.6322890602,2018/4/26 20:55:49,60319891.25
002292,016039,80125630,奥飞娱乐,文化传媒,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,90129598.1,3642464104.89,3837008089.07,0.2867810380576,2092912562.93,0.231256547978583,675053627.48,810236006.37,98887371.82,69193507.42,70640404.41,2085824.31,-,-,-,-,-,29510140.0,-,-,-,-,-,-,-,-,0.083851,-0.866635,-0.819178,-160131580.27,-1.4719834699,2018/4/26 20:26:52,2092912562.93
600926,016029,80058614,杭州银行,银行,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,4550365000.0,14121518000.0,9135145000.0,-,9135145000.0,0.0135979749221977,-,4482257000.0,-,4986373000.0,5004023000.0,453658000.0,14121518000.0,12267309000.0,0.0487747931058067,1616873000.0,-,123502000.0,4482257000.0,-,-,-,-,-,-,-,0.028305,0.056387,0.131671,4539126000.0,0.1273046519,2018/4/27 0:13:26,-
601169,016029,80001097,北京银行,银行,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,18733000000.0,50353000000.0,27488000000.0,-,27488000000.0,0.0940497512437811,-,13522000000.0,-,22865000000.0,22820000000.0,3938000000.0,50353000000.0,39376000000.0,0.0493271152564957,10579000000.0,-,520000000.0,13522000000.0,-,-,-,-,-,-,-,0.061046,0.023913,0.052297,18767000000.0,0.0522153674,2018/4/26 22:02:52,-
603879,016041,80437098,永悦科技,化工行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,43917274.47,559124157.22,515407329.71,0.0569407997553777,457835658.57,0.0458749839922403,15119058.91,34937237.18,502181.78,47388441.56,50455009.0,6537734.53,-,-,-,-,-,2585566.85,-,-,-,-,-,-,-,-,0.04288,-0.023163,-0.07179,38189820.2,-0.0973604387,2018/4/26 21:08:22,457835658.57
603286,016035,80474380,日盈电子,汽车行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,33738998.56,317631497.73,285267643.32,0.181490530409192,214762028.06,0.223915262209341,14571765.12,48632241.89,2981877.11,35128409.42,37277868.05,3538869.49,-,-,-,-,-,3882927.9,-,-,-,-,-,-,-,-,0.152897,0.032939,0.085922,29932446.89,-0.0153994137,2018/4/26 16:25:16,214762028.06
603101,016036,80357634,汇嘉时代,商业百货,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,102144071.58,3027294011.42,2887432879.27,0.134715619617269,2525668404.66,0.153825820547785,179204866.67,109823492.51,17222380.43,131142187.8,126426543.69,24282472.11,-,-,-,-,-,49071869.35,-,-,-,-,-,-,-,-,0.140562,0.153673,0.057282,96580384.98,0.1326180727,2018/4/27 0:28:26,2525668404.66
603711,016012,80463406,香飘飘,食品饮料,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,267766144.24,2640383869.53,2330423190.18,0.116187801494455,1578928810.62,0.198655340661851,617233108.13,114308537.86,-7614148.36,316922646.7,345282046.1,77515901.86,-,-,-,-,-,20242563.9,-,-,-,-,-,-,-,-,0.104898,0.046846,0.006253,242077153.26,-0.01887899,2018/4/26 23:36:28,1578928810.62
603980,016041,80381555,吉华集团,化工行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,397411479.46,2456196484.95,1983909059.56,0.182366362245848,1681637502.71,0.185246862901577,47270633.07,224911079.5,10806340.93,511725588.19,503528192.53,69269682.23,-,-,-,-,-,23440375.96,-,-,-,-,-,-,-,-,0.136956,0.048342,0.039608,377042941.66,0.0075864316,2018/4/27 0:47:19,1681637502.71
603076,016061,80504196,乐惠国际,专用设备,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,67185462.55,831504545.73,757944436.76,-0.119528033268645,599852755.23,-0.168836899236919,18534094.27,106366151.39,22332323.98,73082538.5,82042274.51,14970088.71,-,-,-,-,-,7902424.53,-,-,-,-,-,-,-,-,-0.125657,-0.154261,-0.123795,55992668.49,-0.1231686356,2018/4/26 20:24:51,599852755.23
603668,016009,80307270,天马科技,农牧饲渔,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,90860161.82,1136350115.22,1041951860.42,0.367762900324199,906733653.73,0.379838406197171,36251603.21,72197607.15,14643592.97,103547556.98,106357835.52,15822530.17,-,-,-,-,-,4028002.12,-,-,-,-,-,-,-,-,0.346924,0.230927,0.131601,80786246.92,0.136488994,2018/4/26 22:27:52,906733653.73
603727,016023,80374281,博迈科,石油行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,109856887.25,489142183.81,432347818.09,-0.821562816228117,378449765.98,-0.812681719249496,7772001.33,89600756.17,-86674967.25,121707058.67,126624625.6,16767738.35,-,-,-,-,-,37324307.16,-,-,-,-,-,-,-,-,-0.817785,-0.535863,-0.528556,49257970.99,-0.78210269,2018/4/26 20:37:17,378449765.98
603648,016003,80311919,畅联股份,交运物流,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,138892340.39,1150704482.65,969564330.77,-0.0418772238541159,848965952.42,-0.0475626664088344,24377561.32,99666842.93,-9321023.07,183455943.39,186867499.49,48799203.55,-,-,-,-,-,5818602.81,-,-,-,-,-,-,-,-,-0.015057,0.157478,0.064985,135005733.05,0.1406246061,2018/4/26 20:49:54,848965952.42
002686,016043,80133642,亿利达,机械行业,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,140528574.86,1366513724.51,1191041079.87,0.42675665257837,908733880.77,0.425189413112337,87230838.02,153175146.7,16384565.0,177192777.43,194163492.26,26487585.67,-,-,-,-,-,12975060.84,-,-,-,-,-,-,-,-,0.384458,0.065429,0.172536,129855545.46,0.2583467433,2018/4/26 20:43:18,908733880.77
601208,016040,80146766,东材科技,材料行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,99297125.82,1734079596.12,1678080892.49,0.0405221022835346,1380946284.25,0.0420916056448775,82317603.18,167925437.7,9911426.71,118630641.24,121103070.76,16096225.9,-,-,-,-,-,20990528.01,-,-,-,-,-,-,-,-,0.035956,1.002274,1.382401,48765789.93,0.3682950569,2018/4/26 23:17:55,1380946284.25
002215,016050,80105581,诺普信,农药兽药,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,308506080.58,2821575182.39,2599935273.42,0.0935920197583044,1830655791.88,0.476502136375662,436926685.37,287674315.75,10863775.19,351063951.48,353583091.51,33159376.18,-,-,-,-,-,11864525.41,-,-,-,-,-,-,-,-,0.437433,2.166057,2.116778,246437986.16,1.6871772345,2018/4/26 19:31:17,1830655791.88
300013,016003,80134484,新宁物流,交运物流,001,001,2,cyb,2018-04-27T00:00:00,2017-12-31T00:00:00,144013302.3,902338885.25,843686903.36,0.163913234808195,557861633.62,0.155670631903085,55886451.27,192681290.86,12966075.24,88306094.19,153086522.22,8657141.65,-,-,-,-,-,8296621.19,-,-,-,-,-,-,-,-,0.189343,1.18045,1.361508,67324699.98,0.9854912669,2018/4/26 20:17:48,557861633.62
002234,016009,80080284,民和股份,农牧饲渔,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,-290550985.5,1067502353.94,1315682823.71,0.0516339588443943,1077978689.6,0.107404562460958,49195339.11,84167184.92,54009288.5,-282585033.77,-290094681.07,456304.43,-,-,-,-,-,6844465.9,-,-,-,-,-,-,-,-,-0.242209,-2.93869,-2.889273,-286254531.58,-2.8678972745,2018/4/26 17:01:19,1077978689.6
603855,016061,80435397,华荣股份,专用设备,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,126104624.6,1479452097.65,1349772615.11,0.255957350715689,728485259.82,0.338434515420923,459809373.21,97411545.74,8223707.67,131712706.75,144622281.91,18517657.31,-,-,-,-,-,16450558.26,-,-,-,-,-,-,-,-,0.232416,0.051877,0.113868,111446681.98,0.0189733431,2018/4/27 0:09:52,728485259.82
603600,016030,80200666,永艺股份,木业家具,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,100193695.62,1840632699.88,1738063098.93,0.368688720793371,1495328803.31,0.351867575356271,63897265.9,151582902.86,11527268.06,113218116.55,115735801.29,14858394.33,-,-,-,-,-,14573680.3,-,-,-,-,-,-,-,-,0.312935,-0.099093,-0.166609,89115268.63,-0.195216452,2018/4/26 15:57:19,1495328803.31
002277,016036,80123610,友阿股份,商业百货,001,001,2,zxb,2018-04-27T00:00:00,2017-12-31T00:00:00,307747044.78,7283777317.35,6916402093.18,0.161255052642761,5854934928.23,0.157585047588991,410681398.68,451290645.68,49703973.18,414032480.9,396646470.82,125330061.75,-,20528605.67,-,-,-,126410014.48,-,-,20528605.67,-,-,-,-,-,0.162551,0.160217,0.028663,323030800.23,0.1477778609,2018/4/26 16:22:20,5854934928.23
603233,016047,80468961,大参林,医疗行业,001,001,2,shzb,2018-04-27T00:00:00,2017-12-31T00:00:00,474960964.97,7421196903.07,6797393637.42,0.193536626168757,4433548822.24,0.182098215215306,1923056377.42,346402905.2,26196955.18,633316134.78,634575922.37,159965099.52,-,-,-,-,-,53678118.6,-,-,-,-,-,-,-,-,0.182902,0.095032,0.104076,473452051.01,0.0791925597,2018/4/26 18:51:43,4433548822.24
